Outlet_ID,week,pid,product_name,no_units
ID4366,2,IP3,Strawberry Tiny Cup,717.0
ID4366,2,IP4,Mint Bite-size Pop,572.0
ID4366,2,IP5,Butter Pecan Small Stick,1199.0
ID4366,3,IP1,Vanilla Mini Cone,1154.0
ID4366,3,IP2,Chocolate Petite Bar,889.0
ID4366,3,IP3,Strawberry Tiny Cup,809.0
ID4366,3,IP5,Butter Pecan Small Stick,991.0
ID4366,4,IP1,Vanilla Mini Cone,206.0
ID4366,4,IP2,Chocolate Petite Bar,968.0
ID4366,4,IP3,Strawberry Tiny Cup,1092.0
ID4366,4,IP4,Mint Bite-size Pop,974.0
ID4366,4,IP5,Butter Pecan Small Stick,796.0
ID4366,5,IP2,Chocolate Petite Bar,858.0
ID4366,5,IP4,Mint Bite-size Pop,1016.0
ID4366,5,IP5,Butter Pecan Small Stick,454.0
ID4366,6,IP1,Vanilla Mini Cone,931.0
ID4366,6,IP2,Chocolate Petite Bar,219.0
ID4366,6,IP3,Strawberry Tiny Cup,1107.0
ID4366,6,IP5,Butter Pecan Small Stick,197.0
ID4366,7,IP2,Chocolate Petite Bar,732.0
ID4366,7,IP3,Strawberry Tiny Cup,1076.0
ID4366,7,IP4,Mint Bite-size Pop,1026.0
ID4366,7,IP5,Butter Pecan Small Stick,347.0
ID4366,8,IP1,Vanilla Mini Cone,1002.0
ID4366,8,IP2,Chocolate Petite Bar,557.0
ID4366,8,IP3,Strawberry Tiny Cup,356.0
ID4366,8,IP5,Butter Pecan Small Stick,1110.0
ID4366,9,IP1,Vanilla Mini Cone,580.0
ID4366,9,IP3,Strawberry Tiny Cup,1119.0
ID4366,9,IP4,Mint Bite-size Pop,1194.0
ID4366,9,IP5,Butter Pecan Small Stick,1082.0
ID4366,10,IP1,Vanilla Mini Cone,1032.0
ID4366,10,IP2,Chocolate Petite Bar,1182.0
ID4366,10,IP3,Strawberry Tiny Cup,1160.0
ID4366,10,IP4,Mint Bite-size Pop,974.0
ID4366,10,IP5,Butter Pecan Small Stick,627.0
ID4366,11,IP1,Vanilla Mini Cone,255.0
ID4366,11,IP2,Chocolate Petite Bar,193.0
ID4366,11,IP3,Strawberry Tiny Cup,243.0
ID4366,11,IP4,Mint Bite-size Pop,922.0
ID4366,11,IP5,Butter Pecan Small Stick,813.0
ID4366,12,IP1,Vanilla Mini Cone,1014.0
ID4366,12,IP2,Chocolate Petite Bar,118.0
ID4366,12,IP3,Strawberry Tiny Cup,537.0
ID4366,12,IP4,Mint Bite-size Pop,916.0
ID4366,12,IP5,Butter Pecan Small Stick,994.0
ID8358,1,IP2,Chocolate Petite Bar,1031.0
ID8358,1,IP3,Strawberry Tiny Cup,786.0
ID8358,1,IP4,Mint Bite-size Pop,285.0
ID8358,1,IP5,Butter Pecan Small Stick,789.0
ID8358,2,IP1,Vanilla Mini Cone,508.0
ID8358,2,IP2,Chocolate Petite Bar,529.0
ID8358,2,IP3,Strawberry Tiny Cup,889.0
ID8358,2,IP4,Mint Bite-size Pop,1112.0
ID8358,2,IP5,Butter Pecan Small Stick,1147.0
ID8358,3,IP1,Vanilla Mini Cone,258.0
ID8358,3,IP2,Chocolate Petite Bar,745.0
ID8358,3,IP3,Strawberry Tiny Cup,486.0
ID8358,3,IP4,Mint Bite-size Pop,862.0
ID8358,3,IP5,Butter Pecan Small Stick,1082.0
ID8358,4,IP1,Vanilla Mini Cone,847.0
ID8358,4,IP2,Chocolate Petite Bar,1001.0
ID8358,4,IP3,Strawberry Tiny Cup,888.0
ID8358,4,IP4,Mint Bite-size Pop,1092.0
ID8358,4,IP5,Butter Pecan Small Stick,724.0
ID8358,5,IP1,Vanilla Mini Cone,117.0
ID8358,5,IP2,Chocolate Petite Bar,831.0
ID8358,5,IP3,Strawberry Tiny Cup,132.0
ID8358,6,IP1,Vanilla Mini Cone,760.0
ID8358,6,IP2,Chocolate Petite Bar,1072.0
ID8358,6,IP3,Strawberry Tiny Cup,559.0
ID8358,6,IP4,Mint Bite-size Pop,445.0
ID8358,6,IP5,Butter Pecan Small Stick,762.0
ID8358,7,IP1,Vanilla Mini Cone,1156.0
ID8358,7,IP2,Chocolate Petite Bar,814.0
ID8358,7,IP3,Strawberry Tiny Cup,131.0
ID8358,7,IP4,Mint Bite-size Pop,283.0
ID8358,7,IP5,Butter Pecan Small Stick,780.0
ID8358,8,IP1,Vanilla Mini Cone,1095.0
ID8358,8,IP2,Chocolate Petite Bar,706.0
ID8358,8,IP3,Strawberry Tiny Cup,458.0
ID8358,8,IP4,Mint Bite-size Pop,409.0
ID8358,8,IP5,Butter Pecan Small Stick,829.0
ID8358,9,IP1,Vanilla Mini Cone,1165.0
ID8358,9,IP2,Chocolate Petite Bar,224.0
ID8358,9,IP3,Strawberry Tiny Cup,1195.0
ID8358,9,IP4,Mint Bite-size Pop,498.0
ID8358,9,IP5,Butter Pecan Small Stick,656.0
ID8358,10,IP1,Vanilla Mini Cone,111.0
ID8358,10,IP2,Chocolate Petite Bar,925.0
ID8358,10,IP3,Strawberry Tiny Cup,893.0
ID8358,10,IP5,Butter Pecan Small Stick,902.0
ID8358,11,IP1,Vanilla Mini Cone,657.0
ID8358,11,IP2,Chocolate Petite Bar,488.0
ID8358,11,IP3,Strawberry Tiny Cup,412.0
ID8358,11,IP4,Mint Bite-size Pop,562.0
ID8358,11,IP5,Butter Pecan Small Stick,219.0
ID8358,12,IP1,Vanilla Mini Cone,383.0
ID8358,12,IP2,Chocolate Petite Bar,1196.0
ID8358,12,IP3,Strawberry Tiny Cup,823.0
ID8358,12,IP4,Mint Bite-size Pop,693.0
ID8358,12,IP5,Butter Pecan Small Stick,976.0
ID4722,1,IP1,Vanilla Mini Cone,327.0
ID4722,1,IP2,Chocolate Petite Bar,989.0
ID4722,1,IP3,Strawberry Tiny Cup,1095.0
ID4722,1,IP4,Mint Bite-size Pop,622.0
ID4722,1,IP5,Butter Pecan Small Stick,618.0
ID4722,2,IP1,Vanilla Mini Cone,798.0
ID4722,2,IP2,Chocolate Petite Bar,762.0
ID4722,2,IP3,Strawberry Tiny Cup,1163.0
ID4722,2,IP4,Mint Bite-size Pop,1063.0
ID4722,2,IP5,Butter Pecan Small Stick,706.0
ID4722,3,IP1,Vanilla Mini Cone,819.0
ID4722,3,IP2,Chocolate Petite Bar,451.0
ID4722,3,IP4,Mint Bite-size Pop,945.0
ID4722,3,IP5,Butter Pecan Small Stick,307.0
ID4722,4,IP1,Vanilla Mini Cone,1060.0
ID4722,4,IP2,Chocolate Petite Bar,732.0
ID4722,4,IP3,Strawberry Tiny Cup,968.0
ID4722,4,IP4,Mint Bite-size Pop,600.0
ID4722,4,IP5,Butter Pecan Small Stick,1130.0
ID4722,5,IP1,Vanilla Mini Cone,956.0
ID4722,5,IP2,Chocolate Petite Bar,1098.0
ID4722,5,IP3,Strawberry Tiny Cup,590.0
ID4722,5,IP4,Mint Bite-size Pop,806.0
ID4722,5,IP5,Butter Pecan Small Stick,1166.0
ID4722,6,IP1,Vanilla Mini Cone,777.0
ID4722,6,IP2,Chocolate Petite Bar,523.0
ID4722,6,IP3,Strawberry Tiny Cup,1118.0
ID4722,6,IP4,Mint Bite-size Pop,145.0
ID4722,6,IP5,Butter Pecan Small Stick,1106.0
ID4722,7,IP1,Vanilla Mini Cone,309.0
ID4722,7,IP2,Chocolate Petite Bar,208.0
ID4722,7,IP3,Strawberry Tiny Cup,1119.0
ID4722,7,IP4,Mint Bite-size Pop,1119.0
ID4722,7,IP5,Butter Pecan Small Stick,528.0
ID4722,8,IP2,Chocolate Petite Bar,878.0
ID4722,8,IP3,Strawberry Tiny Cup,354.0
ID4722,8,IP4,Mint Bite-size Pop,428.0
ID4722,8,IP5,Butter Pecan Small Stick,907.0
ID4722,9,IP1,Vanilla Mini Cone,978.0
ID4722,9,IP3,Strawberry Tiny Cup,1117.0
ID4722,9,IP4,Mint Bite-size Pop,889.0
ID4722,10,IP2,Chocolate Petite Bar,939.0
ID4722,10,IP3,Strawberry Tiny Cup,137.0
ID4722,10,IP4,Mint Bite-size Pop,1062.0
ID4722,10,IP5,Butter Pecan Small Stick,862.0
ID4722,11,IP1,Vanilla Mini Cone,326.0
ID4722,11,IP2,Chocolate Petite Bar,920.0
ID4722,11,IP3,Strawberry Tiny Cup,746.0
ID4722,11,IP4,Mint Bite-size Pop,809.0
ID4722,11,IP5,Butter Pecan Small Stick,405.0
ID4722,12,IP1,Vanilla Mini Cone,753.0
ID4722,12,IP2,Chocolate Petite Bar,764.0
ID4722,12,IP4,Mint Bite-size Pop,577.0
ID4722,12,IP5,Butter Pecan Small Stick,1089.0
ID5579,1,IP1,Vanilla Mini Cone,537.0
ID5579,1,IP2,Chocolate Petite Bar,754.0
ID5579,1,IP3,Strawberry Tiny Cup,282.0
ID5579,1,IP5,Butter Pecan Small Stick,883.0
ID5579,2,IP1,Vanilla Mini Cone,703.0
ID5579,2,IP3,Strawberry Tiny Cup,1091.0
ID5579,2,IP4,Mint Bite-size Pop,1018.0
ID5579,2,IP5,Butter Pecan Small Stick,202.0
ID5579,3,IP1,Vanilla Mini Cone,637.0
ID5579,3,IP2,Chocolate Petite Bar,521.0
ID5579,3,IP4,Mint Bite-size Pop,465.0
ID5579,3,IP5,Butter Pecan Small Stick,1113.0
ID5579,4,IP2,Chocolate Petite Bar,165.0
ID5579,4,IP3,Strawberry Tiny Cup,942.0
ID5579,4,IP4,Mint Bite-size Pop,875.0
ID5579,4,IP5,Butter Pecan Small Stick,479.0
ID5579,5,IP1,Vanilla Mini Cone,512.0
ID5579,5,IP2,Chocolate Petite Bar,306.0
ID5579,5,IP3,Strawberry Tiny Cup,464.0
ID5579,5,IP4,Mint Bite-size Pop,416.0
ID5579,5,IP5,Butter Pecan Small Stick,832.0
ID5579,6,IP1,Vanilla Mini Cone,1146.0
ID5579,6,IP2,Chocolate Petite Bar,176.0
ID5579,6,IP4,Mint Bite-size Pop,167.0
ID5579,6,IP5,Butter Pecan Small Stick,848.0
ID5579,7,IP1,Vanilla Mini Cone,712.0
ID5579,7,IP4,Mint Bite-size Pop,591.0
ID5579,7,IP5,Butter Pecan Small Stick,635.0
ID5579,8,IP1,Vanilla Mini Cone,1144.0
ID5579,8,IP2,Chocolate Petite Bar,128.0
ID5579,8,IP3,Strawberry Tiny Cup,748.0
ID5579,8,IP4,Mint Bite-size Pop,1050.0
ID5579,8,IP5,Butter Pecan Small Stick,638.0
ID5579,9,IP1,Vanilla Mini Cone,323.0
ID5579,9,IP2,Chocolate Petite Bar,653.0
ID5579,9,IP3,Strawberry Tiny Cup,562.0
ID5579,9,IP4,Mint Bite-size Pop,557.0
ID5579,9,IP5,Butter Pecan Small Stick,378.0
ID5579,10,IP1,Vanilla Mini Cone,1198.0
ID5579,10,IP2,Chocolate Petite Bar,599.0
ID5579,10,IP3,Strawberry Tiny Cup,949.0
ID5579,11,IP1,Vanilla Mini Cone,285.0
ID5579,11,IP2,Chocolate Petite Bar,1017.0
ID5579,11,IP3,Strawberry Tiny Cup,767.0
ID5579,11,IP4,Mint Bite-size Pop,1113.0
ID5579,11,IP5,Butter Pecan Small Stick,764.0
ID5579,12,IP1,Vanilla Mini Cone,174.0
ID5579,12,IP2,Chocolate Petite Bar,534.0
ID5579,12,IP3,Strawberry Tiny Cup,778.0
ID5579,12,IP4,Mint Bite-size Pop,325.0
ID3876,1,IP1,Vanilla Mini Cone,298.0
ID3876,1,IP2,Chocolate Petite Bar,330.0
ID3876,1,IP3,Strawberry Tiny Cup,1169.0
ID3876,1,IP4,Mint Bite-size Pop,133.0
ID3876,1,IP5,Butter Pecan Small Stick,679.0
ID3876,2,IP2,Chocolate Petite Bar,737.0
ID3876,2,IP3,Strawberry Tiny Cup,560.0
ID3876,2,IP4,Mint Bite-size Pop,995.0
ID3876,2,IP5,Butter Pecan Small Stick,438.0
ID3876,3,IP1,Vanilla Mini Cone,279.0
ID3876,3,IP2,Chocolate Petite Bar,336.0
ID3876,3,IP4,Mint Bite-size Pop,460.0
ID3876,3,IP5,Butter Pecan Small Stick,365.0
ID3876,4,IP1,Vanilla Mini Cone,850.0
ID3876,4,IP2,Chocolate Petite Bar,101.0
ID3876,4,IP3,Strawberry Tiny Cup,510.0
ID3876,4,IP5,Butter Pecan Small Stick,536.0
ID3876,5,IP1,Vanilla Mini Cone,804.0
ID3876,5,IP2,Chocolate Petite Bar,947.0
ID3876,5,IP3,Strawberry Tiny Cup,987.0
ID3876,5,IP4,Mint Bite-size Pop,489.0
ID3876,5,IP5,Butter Pecan Small Stick,1125.0
ID3876,6,IP1,Vanilla Mini Cone,253.0
ID3876,6,IP2,Chocolate Petite Bar,753.0
ID3876,6,IP3,Strawberry Tiny Cup,1035.0
ID3876,6,IP4,Mint Bite-size Pop,976.0
ID3876,6,IP5,Butter Pecan Small Stick,288.0
ID3876,7,IP1,Vanilla Mini Cone,394.0
ID3876,7,IP2,Chocolate Petite Bar,769.0
ID3876,7,IP3,Strawberry Tiny Cup,1111.0
ID3876,7,IP4,Mint Bite-size Pop,228.0
ID3876,7,IP5,Butter Pecan Small Stick,310.0
ID3876,8,IP2,Chocolate Petite Bar,510.0
ID3876,8,IP3,Strawberry Tiny Cup,613.0
ID3876,8,IP4,Mint Bite-size Pop,326.0
ID3876,8,IP5,Butter Pecan Small Stick,731.0
ID3876,9,IP1,Vanilla Mini Cone,480.0
ID3876,9,IP2,Chocolate Petite Bar,575.0
ID3876,9,IP3,Strawberry Tiny Cup,1142.0
ID3876,9,IP4,Mint Bite-size Pop,1061.0
ID3876,9,IP5,Butter Pecan Small Stick,916.0
ID3876,10,IP1,Vanilla Mini Cone,1161.0
ID3876,10,IP2,Chocolate Petite Bar,710.0
ID3876,10,IP3,Strawberry Tiny Cup,688.0
ID3876,10,IP4,Mint Bite-size Pop,378.0
ID3876,10,IP5,Butter Pecan Small Stick,603.0
ID3876,11,IP1,Vanilla Mini Cone,927.0
ID3876,11,IP2,Chocolate Petite Bar,139.0
ID3876,11,IP3,Strawberry Tiny Cup,1114.0
ID3876,11,IP4,Mint Bite-size Pop,321.0
ID3876,11,IP5,Butter Pecan Small Stick,215.0
ID3876,12,IP1,Vanilla Mini Cone,1129.0
ID3876,12,IP2,Chocolate Petite Bar,172.0
ID3876,12,IP3,Strawberry Tiny Cup,1098.0
ID3876,12,IP4,Mint Bite-size Pop,856.0
ID3876,12,IP5,Butter Pecan Small Stick,762.0
ID7275,1,IP1,Vanilla Mini Cone,681.0
ID7275,1,IP2,Chocolate Petite Bar,833.0
ID7275,1,IP3,Strawberry Tiny Cup,265.0
ID7275,1,IP4,Mint Bite-size Pop,816.0
ID7275,2,IP1,Vanilla Mini Cone,179.0
ID7275,2,IP2,Chocolate Petite Bar,897.0
ID7275,2,IP3,Strawberry Tiny Cup,633.0
ID7275,2,IP4,Mint Bite-size Pop,764.0
ID7275,2,IP5,Butter Pecan Small Stick,133.0
ID7275,3,IP1,Vanilla Mini Cone,761.0
ID7275,3,IP2,Chocolate Petite Bar,1023.0
ID7275,3,IP3,Strawberry Tiny Cup,472.0
ID7275,3,IP4,Mint Bite-size Pop,1107.0
ID7275,4,IP1,Vanilla Mini Cone,214.0
ID7275,4,IP2,Chocolate Petite Bar,854.0
ID7275,4,IP3,Strawberry Tiny Cup,393.0
ID7275,4,IP4,Mint Bite-size Pop,647.0
ID7275,4,IP5,Butter Pecan Small Stick,566.0
ID7275,5,IP1,Vanilla Mini Cone,1004.0
ID7275,5,IP2,Chocolate Petite Bar,863.0
ID7275,5,IP3,Strawberry Tiny Cup,649.0
ID7275,5,IP4,Mint Bite-size Pop,184.0
ID7275,5,IP5,Butter Pecan Small Stick,377.0
ID7275,6,IP1,Vanilla Mini Cone,418.0
ID7275,6,IP3,Strawberry Tiny Cup,389.0
ID7275,6,IP4,Mint Bite-size Pop,136.0
ID7275,6,IP5,Butter Pecan Small Stick,885.0
ID7275,7,IP2,Chocolate Petite Bar,355.0
ID7275,7,IP3,Strawberry Tiny Cup,1160.0
ID7275,7,IP4,Mint Bite-size Pop,441.0
ID7275,7,IP5,Butter Pecan Small Stick,497.0
ID7275,8,IP1,Vanilla Mini Cone,796.0
ID7275,8,IP2,Chocolate Petite Bar,862.0
ID7275,8,IP3,Strawberry Tiny Cup,127.0
ID7275,8,IP4,Mint Bite-size Pop,291.0
ID7275,8,IP5,Butter Pecan Small Stick,252.0
ID7275,9,IP2,Chocolate Petite Bar,537.0
ID7275,9,IP3,Strawberry Tiny Cup,874.0
ID7275,9,IP4,Mint Bite-size Pop,797.0
ID7275,9,IP5,Butter Pecan Small Stick,507.0
ID7275,10,IP1,Vanilla Mini Cone,342.0
ID7275,10,IP2,Chocolate Petite Bar,1070.0
ID7275,10,IP3,Strawberry Tiny Cup,1137.0
ID7275,10,IP5,Butter Pecan Small Stick,359.0
ID7275,11,IP1,Vanilla Mini Cone,898.0
ID7275,11,IP2,Chocolate Petite Bar,167.0
ID7275,11,IP3,Strawberry Tiny Cup,1019.0
ID7275,11,IP4,Mint Bite-size Pop,568.0
ID7275,11,IP5,Butter Pecan Small Stick,143.0
ID7275,12,IP1,Vanilla Mini Cone,748.0
ID7275,12,IP2,Chocolate Petite Bar,736.0
ID7275,12,IP3,Strawberry Tiny Cup,962.0
ID7275,12,IP4,Mint Bite-size Pop,1062.0
ID7275,12,IP5,Butter Pecan Small Stick,922.0
ID3726,1,IP1,Vanilla Mini Cone,812.0
ID3726,1,IP2,Chocolate Petite Bar,1134.0
ID3726,1,IP3,Strawberry Tiny Cup,230.0
ID3726,1,IP5,Butter Pecan Small Stick,170.0
ID3726,2,IP1,Vanilla Mini Cone,1148.0
ID3726,2,IP2,Chocolate Petite Bar,850.0
ID3726,2,IP3,Strawberry Tiny Cup,873.0
ID3726,2,IP4,Mint Bite-size Pop,165.0
ID3726,2,IP5,Butter Pecan Small Stick,303.0
ID3726,3,IP1,Vanilla Mini Cone,1045.0
ID3726,3,IP2,Chocolate Petite Bar,957.0
ID3726,3,IP3,Strawberry Tiny Cup,667.0
ID3726,3,IP4,Mint Bite-size Pop,225.0
ID3726,3,IP5,Butter Pecan Small Stick,729.0
ID3726,4,IP2,Chocolate Petite Bar,230.0
ID3726,4,IP3,Strawberry Tiny Cup,333.0
ID3726,4,IP4,Mint Bite-size Pop,863.0
ID3726,4,IP5,Butter Pecan Small Stick,446.0
